"","Date","ACCU","CEA","EUA","UKA","NZU","KAU","WCA","CCA"
"2611",2017-04-06,NA,NA,5.06,NA,NA,20800,NA,13.76
"2612",2017-04-07,NA,NA,4.89,NA,NA,20450,NA,14.3
"2613",2017-04-10,NA,NA,4.79,NA,NA,20450,NA,14.32
"2614",2017-04-11,NA,NA,4.87,NA,NA,20450,NA,14.39
"2615",2017-04-12,NA,NA,4.93,NA,NA,20450,NA,14.29
"2616",2017-04-13,NA,NA,4.95,NA,NA,20450,NA,14.32
"2617",2017-04-14,NA,NA,NA,NA,NA,20450,NA,14.32
"2618",2017-04-17,NA,NA,4.95,NA,NA,20450,NA,14.2
"2619",2017-04-18,NA,NA,4.86,NA,NA,20450,NA,14.25
"2620",2017-04-19,NA,NA,4.83,NA,NA,20450,NA,14.33
"2621",2017-04-20,NA,NA,4.75,NA,NA,20450,NA,14.3
"2622",2017-04-21,NA,NA,4.57,NA,NA,20450,NA,14.31
"2623",2017-04-24,NA,NA,4.64,NA,NA,20500,NA,14.28
"2624",2017-04-25,NA,NA,4.5,NA,NA,20500,NA,14.27
"2625",2017-04-26,NA,NA,4.61,NA,NA,20500,NA,14.29
"2626",2017-04-27,NA,NA,4.55,NA,NA,20500,NA,14.37
"2627",2017-04-28,NA,NA,4.57,NA,NA,20500,NA,14.38
"2628",2017-05-01,NA,NA,4.57,NA,NA,NA,NA,14.29
"2629",2017-05-02,NA,NA,4.45,NA,NA,20500,NA,14.23
"2630",2017-05-03,NA,NA,4.4,NA,NA,NA,NA,14.2
"2631",2017-05-04,NA,NA,4.52,NA,NA,20500,NA,14.21
"2632",2017-05-05,NA,NA,4.58,NA,NA,NA,NA,14.14
"2633",2017-05-08,NA,NA,4.42,NA,NA,20500,NA,14.11
"2634",2017-05-09,NA,NA,4.52,NA,NA,NA,NA,14.05
"2635",2017-05-10,NA,NA,4.45,NA,NA,20500,NA,14.08
"2636",2017-05-11,NA,NA,4.35,NA,NA,20500,NA,14.17
"2637",2017-05-12,NA,NA,4.46,NA,NA,20550,NA,14.17
"2638",2017-05-15,NA,NA,4.39,NA,NA,20600,NA,14.09
"2639",2017-05-16,NA,NA,4.54,NA,NA,20600,NA,14.15
"2640",2017-05-17,NA,NA,4.58,NA,NA,20600,NA,14.16
"2641",2017-05-18,NA,NA,4.76,NA,NA,20650,NA,14.21
"2642",2017-05-19,NA,NA,4.85,NA,NA,20650,NA,14.21
"2643",2017-05-22,NA,NA,4.91,NA,NA,20650,NA,14.21
"2644",2017-05-23,NA,NA,4.75,NA,NA,20650,NA,14.22
"2645",2017-05-24,NA,NA,4.91,NA,NA,20700,NA,14.22
"2646",2017-05-25,NA,NA,4.98,NA,NA,20800,NA,14.22
"2647",2017-05-26,NA,NA,5.19,NA,NA,20800,NA,14.22
"2648",2017-05-29,NA,NA,5.17,NA,NA,20800,NA,14.22
"2649",2017-05-30,NA,NA,5.14,NA,NA,20850,NA,14.23
"2650",2017-05-31,NA,NA,4.98,NA,NA,20950,NA,14.27
"2651",2017-06-01,NA,NA,5.08,NA,NA,21000,NA,14.27
"2652",2017-06-02,NA,NA,5.16,NA,NA,20500,NA,14.28
"2653",2017-06-05,NA,NA,5.17,NA,NA,20600,NA,14.27
"2654",2017-06-06,NA,NA,4.97,NA,NA,NA,NA,14.24
"2655",2017-06-07,NA,NA,4.88,NA,NA,20500,NA,14.24
"2656",2017-06-08,NA,NA,5.05,NA,NA,20500,NA,14.22
"2657",2017-06-09,NA,NA,5.04,NA,NA,20500,NA,14.25
"2658",2017-06-12,NA,NA,4.92,NA,NA,20250,NA,14.25
"2659",2017-06-13,NA,NA,5.01,NA,NA,20500,NA,14.28
"2660",2017-06-14,NA,NA,4.94,NA,NA,20550,NA,14.31
"2661",2017-06-15,NA,NA,4.96,NA,NA,20300,NA,14.33
"2662",2017-06-16,NA,NA,4.88,NA,NA,21000,NA,14.33
"2663",2017-06-19,NA,NA,4.93,NA,NA,21000,NA,14.39
"2664",2017-06-20,NA,NA,4.95,NA,NA,21000,NA,14.45
"2665",2017-06-21,NA,NA,4.88,NA,NA,21000,NA,14.52
"2666",2017-06-22,NA,NA,4.86,NA,NA,21000,NA,14.49
"2667",2017-06-23,NA,NA,4.87,NA,NA,20200,NA,14.53
"2668",2017-06-26,NA,NA,4.78,NA,NA,21000,NA,14.55
"2669",2017-06-27,NA,NA,4.94,NA,NA,21000,NA,14.61
"2670",2017-06-28,NA,NA,4.94,NA,NA,21000,NA,14.61
"2671",2017-06-29,NA,NA,5.07,NA,NA,21500,NA,14.79
"2672",2017-06-30,NA,NA,5.03,NA,NA,21500,NA,14.84
"2673",2017-07-03,NA,NA,5.14,NA,NA,20350,NA,14.84
"2674",2017-07-04,NA,NA,5.12,NA,NA,20350,NA,14.84
"2675",2017-07-05,NA,NA,5.04,NA,NA,20350,NA,14.89
"2676",2017-07-06,NA,NA,5.24,NA,NA,20350,NA,14.93
"2677",2017-07-07,NA,NA,5.34,NA,NA,20350,NA,15.16
"2678",2017-07-10,NA,NA,5.4,NA,NA,20350,NA,15.16
"2679",2017-07-11,NA,NA,5.33,NA,NA,20350,NA,15.41
"2680",2017-07-12,NA,NA,5.48,NA,NA,20350,NA,15.31
"2681",2017-07-13,NA,NA,5.36,NA,NA,20350,NA,15.26
"2682",2017-07-14,NA,NA,5.42,NA,NA,20350,NA,15.26
"2683",2017-07-17,NA,NA,5.44,NA,NA,20350,NA,15.26
"2684",2017-07-18,NA,NA,5.46,NA,NA,20300,NA,15.45
"2685",2017-07-19,NA,NA,5.39,NA,NA,20350,NA,15.45
"2686",2017-07-20,NA,NA,5.3,NA,NA,20350,NA,15.45
"2687",2017-07-21,NA,NA,5.09,NA,NA,20350,NA,15.3
"2688",2017-07-24,NA,NA,5.14,NA,NA,20350,NA,15.25
"2689",2017-07-25,NA,NA,5.16,NA,NA,20350,NA,15.26
"2690",2017-07-26,NA,NA,5.25,NA,NA,20350,NA,15.24
"2691",2017-07-27,NA,NA,5.14,NA,NA,20350,NA,15.24
"2692",2017-07-28,NA,NA,5.18,NA,NA,20350,NA,15.26
"2693",2017-07-31,NA,NA,5.23,NA,NA,20350,NA,15.27
"2694",2017-08-01,NA,NA,5.3,NA,NA,20350,NA,15.19
"2695",2017-08-02,NA,NA,5.43,NA,NA,20350,NA,15.15
"2696",2017-08-03,NA,NA,5.43,NA,NA,20350,NA,14.9
"2697",2017-08-04,NA,NA,5.35,NA,NA,20350,NA,14.98
"2698",2017-08-07,NA,NA,5.27,NA,NA,20300,NA,15
"2699",2017-08-08,NA,NA,5.27,NA,NA,20300,NA,14.93
"2700",2017-08-09,NA,NA,5.37,NA,NA,20300,NA,14.9
"2701",2017-08-10,NA,NA,5.37,NA,NA,20300,NA,14.86
"2702",2017-08-11,NA,NA,5.39,NA,NA,20300,NA,14.86
"2703",2017-08-14,NA,NA,5.52,NA,NA,20300,NA,14.83
"2704",2017-08-15,NA,NA,5.53,NA,NA,NA,NA,14.83
"2705",2017-08-16,NA,NA,5.8,NA,NA,20200,NA,14.83
"2706",2017-08-17,NA,NA,5.81,NA,NA,20100,NA,14.8
"2707",2017-08-18,NA,NA,5.82,NA,NA,20000,NA,14.82
"2708",2017-08-21,NA,NA,5.75,NA,NA,20050,NA,14.82
"2709",2017-08-22,NA,NA,5.78,NA,NA,20050,NA,15
"2710",2017-08-23,NA,NA,5.95,NA,NA,20300,NA,15.15
"2711",2017-08-24,NA,NA,5.95,NA,NA,20300,NA,15.15
"2712",2017-08-25,NA,NA,6.09,NA,NA,20300,NA,15.28
"2713",2017-08-28,NA,NA,6.1,NA,NA,20300,NA,15.23
"2714",2017-08-29,NA,NA,6.04,NA,NA,20300,NA,15.28
"2715",2017-08-30,NA,NA,6.03,NA,NA,20300,NA,15.32
"2716",2017-08-31,NA,NA,5.94,NA,NA,20300,NA,15.36
"2717",2017-09-01,NA,NA,5.83,NA,NA,20300,NA,15.42
"2718",2017-09-04,NA,NA,5.92,NA,NA,20300,NA,15.42
"2719",2017-09-05,NA,NA,6.5,NA,NA,20300,NA,15.53
"2720",2017-09-06,NA,NA,6.7,NA,NA,20300,NA,15.49
"2721",2017-09-07,NA,NA,6.9,NA,NA,20300,NA,15.38
"2722",2017-09-08,NA,NA,7.07,NA,NA,20300,NA,15.32
"2723",2017-09-11,NA,NA,6.88,NA,NA,20300,NA,15.21
"2724",2017-09-12,NA,NA,6.87,NA,NA,20300,NA,15.18
"2725",2017-09-13,NA,NA,7.1,NA,NA,20300,NA,15.21
"2726",2017-09-14,NA,NA,7.1,NA,NA,20300,NA,15.23
"2727",2017-09-15,NA,NA,6.95,NA,NA,20300,NA,15.32
"2728",2017-09-18,NA,NA,6.73,NA,NA,20500,NA,15.35
"2729",2017-09-19,NA,NA,7.03,NA,NA,20500,NA,15.29
"2730",2017-09-20,NA,NA,6.91,NA,NA,20650,NA,15.19
"2731",2017-09-21,NA,NA,6.56,NA,NA,20650,NA,15.25
"2732",2017-09-22,NA,NA,6.65,NA,NA,20650,NA,15.28
"2733",2017-09-25,NA,NA,7.28,NA,NA,20650,NA,15.24
"2734",2017-09-26,NA,NA,6.98,NA,NA,20650,NA,15.27
"2735",2017-09-27,NA,NA,6.93,NA,NA,20650,NA,15.32
"2736",2017-09-28,NA,NA,6.96,NA,NA,20700,NA,15.27
"2737",2017-09-29,NA,NA,7.07,NA,NA,20800,NA,15.27
"2738",2017-10-02,NA,NA,6.94,NA,NA,NA,NA,15.29
"2739",2017-10-03,NA,NA,7,NA,NA,NA,NA,15.28
"2740",2017-10-04,NA,NA,6.9,NA,NA,NA,NA,15.27
"2741",2017-10-05,NA,NA,6.89,NA,NA,NA,NA,15.25
"2742",2017-10-06,NA,NA,7,NA,NA,NA,NA,15.27
"2743",2017-10-09,NA,NA,6.96,NA,NA,NA,NA,15.27
"2744",2017-10-10,NA,NA,7.39,NA,NA,20800,NA,15.27
"2745",2017-10-11,NA,NA,7.38,NA,NA,20800,NA,15.3
"2746",2017-10-12,NA,NA,7.41,NA,NA,20800,NA,15.32
"2747",2017-10-13,NA,NA,7.32,NA,NA,20900,NA,15.36
"2748",2017-10-16,NA,NA,7.36,NA,NA,20900,NA,15.42
"2749",2017-10-17,NA,NA,7.42,NA,NA,21050,NA,15.42
"2750",2017-10-18,NA,NA,7.81,NA,NA,21100,NA,15.4
"2751",2017-10-19,NA,NA,7.65,NA,NA,21200,NA,15.35
"2752",2017-10-20,NA,NA,7.57,NA,NA,21200,NA,15.27
"2753",2017-10-23,NA,NA,7.44,NA,NA,21250,NA,15.21
"2754",2017-10-24,NA,NA,7.47,NA,NA,21350,NA,15.19
"2755",2017-10-25,NA,NA,7.4,NA,NA,21500,NA,15.23
"2756",2017-10-26,NA,NA,7.2,NA,NA,21500,NA,15.26
"2757",2017-10-27,NA,NA,7.17,NA,NA,21500,NA,15.34
"2758",2017-10-30,NA,NA,7.14,NA,NA,21650,NA,15.4
"2759",2017-10-31,NA,NA,7.37,NA,NA,21800,NA,15.47
"2760",2017-11-01,NA,NA,7.51,NA,NA,21800,NA,15.46
"2761",2017-11-02,NA,NA,7.66,NA,NA,21800,NA,15.35
"2762",2017-11-03,NA,NA,7.88,NA,NA,21800,NA,15.28
"2763",2017-11-06,NA,NA,7.92,NA,NA,21850,NA,15.24
"2764",2017-11-07,NA,NA,7.75,NA,NA,21900,NA,15.12
"2765",2017-11-08,NA,NA,7.72,NA,NA,21900,NA,15.13
"2766",2017-11-09,NA,NA,7.55,NA,NA,22000,NA,15.13
"2767",2017-11-10,NA,NA,7.4,NA,NA,22100,NA,15.15
"2768",2017-11-13,NA,NA,7.35,NA,NA,22450,NA,15.17
"2769",2017-11-14,NA,NA,7.39,NA,NA,23600,NA,15.17
"2770",2017-11-15,NA,NA,7.69,NA,NA,23650,NA,15.18
"2771",2017-11-16,NA,NA,7.5,NA,NA,24000,NA,15.25
"2772",2017-11-17,NA,NA,7.48,NA,NA,24400,NA,15.25
"2773",2017-11-20,NA,NA,7.44,NA,NA,26000,NA,15.25
"2774",2017-11-21,NA,NA,7.39,NA,NA,26000,NA,15.25
"2775",2017-11-22,NA,NA,7.37,NA,NA,27000,NA,15.15
"2776",2017-11-23,NA,NA,7.66,NA,NA,28000,NA,15.15
"2777",2017-11-24,NA,NA,7.77,NA,NA,28000,NA,15.15
"2778",2017-11-27,NA,NA,7.7,NA,NA,25200,NA,15.17
"2779",2017-11-28,NA,NA,7.62,NA,NA,24500,NA,15.18
"2780",2017-11-29,NA,NA,7.73,NA,NA,24500,NA,15.18
"2781",2017-11-30,NA,NA,7.56,NA,NA,24000,NA,15.2
"2782",2017-12-01,NA,NA,7.71,NA,NA,23500,NA,15.19
"2783",2017-12-04,NA,NA,7.58,NA,NA,23500,NA,15.17
"2784",2017-12-05,NA,NA,7.46,NA,NA,21150,NA,15.15
"2785",2017-12-06,NA,NA,7.3,NA,NA,21950,NA,15.14
"2786",2017-12-07,NA,NA,7.38,NA,NA,22500,NA,14.85
"2787",2017-12-08,NA,NA,7.17,NA,NA,22500,NA,14.95
"2788",2017-12-11,NA,NA,7.23,NA,NA,22500,NA,14.99
"2789",2017-12-12,NA,NA,7.17,NA,NA,21500,NA,14.99
"2790",2017-12-13,NA,NA,7.11,NA,NA,21500,NA,14.99
"2791",2017-12-14,NA,NA,7.13,NA,NA,21800,NA,15.02
"2792",2017-12-15,NA,NA,7.21,NA,NA,21800,NA,15
"2793",2017-12-18,NA,NA,7.43,NA,NA,22000,NA,15.1
"2794",2017-12-19,NA,NA,7.54,NA,NA,22200,NA,15.09
"2795",2017-12-20,NA,NA,7.81,NA,NA,21800,NA,15.06
"2796",2017-12-21,NA,NA,8.02,NA,NA,22000,NA,NA
"2797",2017-12-22,NA,NA,8.19,NA,NA,22000,NA,NA
"2798",2017-12-26,NA,NA,8.19,NA,NA,22000,NA,15.45
"2799",2017-12-27,NA,NA,8.17,NA,NA,22000,NA,NA
"2800",2017-12-28,NA,NA,8.21,NA,NA,20000,NA,NA
"2801",2017-12-29,NA,NA,8.18,NA,NA,NA,NA,15.45
"2802",2018-01-02,13.25,NA,7.81,NA,NA,20000,NA,15.48
"2803",2018-01-03,13.3,NA,7.83,NA,NA,20000,NA,15.46
"2804",2018-01-04,13.35,NA,7.77,NA,NA,20000,NA,15.46
"2805",2018-01-05,13.35,NA,7.78,NA,NA,22000,NA,15.44
"2806",2018-01-08,13.35,NA,7.66,NA,NA,22000,NA,15.43
"2807",2018-01-09,13.4,NA,7.78,NA,NA,22000,NA,15.36
"2808",2018-01-10,13.45,NA,7.89,NA,NA,22000,NA,15.3
"2809",2018-01-11,13.45,NA,7.82,NA,NA,22000,NA,15.25
"2810",2018-01-12,13.5,NA,7.86,NA,NA,22000,NA,15.27
"2811",2018-01-15,13.55,NA,7.8,NA,NA,22000,NA,NA
"2812",2018-01-16,13.55,NA,8.05,NA,NA,22000,NA,15.3
"2813",2018-01-17,13.6,NA,8.18,NA,NA,22000,NA,15.32
"2814",2018-01-18,13.55,NA,8.49,NA,NA,22000,NA,15.36
"2815",2018-01-19,13.6,NA,8.76,NA,NA,22000,NA,15.39
"2816",2018-01-22,13.65,NA,8.75,NA,NA,22000,NA,15.37
"2817",2018-01-23,13.65,NA,9.01,NA,NA,22000,NA,15.37
"2818",2018-01-24,13.7,NA,9.46,NA,NA,21500,NA,15.36
"2819",2018-01-25,13.7,NA,9.24,NA,NA,22000,NA,15.34
"2820",2018-01-26,NA,NA,9.09,NA,NA,22000,NA,15.32
"2821",2018-01-29,13.75,NA,9,NA,NA,21700,NA,15.33
"2822",2018-01-30,13.8,NA,8.88,NA,NA,21900,NA,15.33
"2823",2018-01-31,NA,NA,9.28,NA,NA,22000,NA,15.28
"2824",2018-02-01,NA,NA,9.27,NA,NA,22000,NA,15.27
"2825",2018-02-02,NA,NA,8.96,NA,NA,21900,NA,15.28
"2826",2018-02-05,13.85,NA,9.07,NA,NA,21900,NA,15.29
"2827",2018-02-06,NA,NA,8.8,NA,NA,22000,NA,15.31
"2828",2018-02-07,13.9,NA,8.99,NA,NA,22000,NA,15.3
"2829",2018-02-08,NA,NA,9.12,NA,NA,22000,NA,15.26
"2830",2018-02-09,13.85,NA,9.23,NA,NA,22000,NA,15.27
"2831",2018-02-12,13.8,NA,9.48,NA,NA,22000,NA,15.22
"2832",2018-02-13,13.75,NA,9.9,NA,NA,22200,NA,15.22
"2833",2018-02-14,NA,NA,9.6,NA,NA,22000,NA,15.21
"2834",2018-02-15,13.9,NA,9.54,NA,NA,NA,NA,15.21
"2835",2018-02-16,13.9,NA,9.52,NA,NA,NA,NA,15.24
"2836",2018-02-19,13.9,NA,9.88,NA,NA,22000,NA,NA
"2837",2018-02-20,13.9,NA,9.72,NA,NA,22000,NA,15.2
"2838",2018-02-21,NA,NA,9.56,NA,NA,22000,NA,15.15
"2839",2018-02-22,13.95,NA,9.72,NA,NA,22000,NA,15.15
"2840",2018-02-23,14,NA,9.81,NA,NA,22000,NA,15.2
"2841",2018-02-26,NA,NA,9.63,NA,NA,22000,NA,15.25
"2842",2018-02-27,14.05,NA,10.15,NA,NA,22000,NA,15.31
"2843",2018-02-28,14.05,NA,10.1,NA,NA,22000,NA,15.23
"2844",2018-03-01,NA,NA,9.99,NA,NA,NA,NA,15.21
"2845",2018-03-02,14.05,NA,10.14,NA,NA,22000,NA,15.19
"2846",2018-03-05,14.1,NA,10.36,NA,NA,22000,NA,15.14
"2847",2018-03-06,14.15,NA,10.47,NA,NA,22200,NA,15.19
"2848",2018-03-07,NA,NA,10.64,NA,NA,22200,NA,15.22
"2849",2018-03-08,14.15,NA,11.12,NA,NA,22200,NA,15.2
"2850",2018-03-09,NA,NA,11.12,NA,NA,22200,NA,15.2
"2851",2018-03-12,14.15,NA,11.08,NA,NA,22500,NA,15.19
"2852",2018-03-13,14.1,NA,11.4,NA,NA,22100,NA,15.19
"2853",2018-03-14,14.15,NA,11.18,NA,NA,22100,NA,15.2
"2854",2018-03-15,14,NA,11.19,NA,NA,22000,NA,15.16
"2855",2018-03-16,13.9,NA,11.17,NA,NA,22200,NA,15.16
"2856",2018-03-19,13.95,NA,11.06,NA,NA,22000,NA,15.19
"2857",2018-03-20,14.1,NA,11.55,NA,NA,22000,NA,15.2
"2858",2018-03-21,14.15,NA,12.65,NA,NA,22000,NA,15.2
"2859",2018-03-22,14.2,NA,12.34,NA,NA,22000,NA,15.19
"2860",2018-03-23,14.2,NA,12.61,NA,NA,22000,NA,15.21
"2861",2018-03-26,14.3,NA,12.99,NA,NA,22200,NA,15.16
"2862",2018-03-27,14.35,NA,13.68,NA,NA,22000,NA,15.09
"2863",2018-03-28,14.35,NA,12.99,NA,NA,22000,NA,15.08
"2864",2018-03-29,14.55,NA,13.28,NA,NA,22000,NA,15.08
"2865",2018-03-30,NA,NA,NA,NA,NA,22000,NA,15.08
"2866",2018-04-02,NA,NA,13.28,NA,NA,22000,NA,15.08
"2867",2018-04-03,14.7,NA,13.3,NA,NA,22100,NA,15.06
"2868",2018-04-04,NA,NA,13.06,NA,NA,22000,NA,15.06
"2869",2018-04-05,NA,NA,12.64,NA,NA,21900,NA,15.04
"2870",2018-04-06,14.8,NA,12.99,NA,NA,21800,NA,15.04
"2871",2018-04-09,14.85,NA,13.33,NA,NA,21800,NA,15.07
"2872",2018-04-10,14.9,NA,13.38,NA,NA,21800,NA,15.11
"2873",2018-04-11,14.9,NA,13.43,NA,NA,21800,NA,15.08
"2874",2018-04-12,14.95,NA,13.59,NA,NA,21900,NA,15.07
"2875",2018-04-13,NA,NA,13.94,NA,NA,21900,NA,15.06
"2876",2018-04-16,15.05,NA,14,NA,NA,21900,NA,15.07
"2877",2018-04-17,14.9,NA,13.74,NA,NA,21950,NA,15.08
"2878",2018-04-18,14.9,NA,13.89,NA,NA,22000,NA,NA
"2879",2018-04-19,14.95,NA,13.46,NA,NA,22000,NA,15.08
"2880",2018-04-20,15,NA,13.05,NA,NA,22000,NA,15.09
"2881",2018-04-23,NA,NA,12.89,NA,NA,22000,NA,15.08
"2882",2018-04-24,15,NA,13.23,NA,NA,22000,NA,15.06
"2883",2018-04-25,NA,NA,13.26,NA,NA,22100,NA,15.05
"2884",2018-04-26,15.05,NA,13.49,NA,NA,22000,NA,15.02
"2885",2018-04-27,NA,NA,13.56,NA,NA,22000,NA,15.02
"2886",2018-04-30,15.05,NA,13.59,NA,NA,22100,NA,15.02
"2887",2018-05-01,15,NA,13.39,NA,NA,NA,NA,15.02
"2888",2018-05-02,14.95,NA,13.06,NA,NA,22000,NA,15.02
"2889",2018-05-03,14.95,NA,12.96,NA,NA,22000,NA,15
"2890",2018-05-04,15,NA,13.02,NA,NA,22000,NA,15.01
"2891",2018-05-07,NA,NA,13.62,NA,NA,NA,NA,15.01
"2892",2018-05-08,NA,NA,13.6,NA,NA,22000,NA,15.01
"2893",2018-05-09,NA,NA,14,NA,NA,22000,NA,15.01
"2894",2018-05-10,NA,NA,14.61,NA,NA,22050,NA,15
"2895",2018-05-11,15,NA,14.63,NA,NA,22050,NA,15
"2896",2018-05-14,NA,NA,14.64,NA,NA,22050,NA,14.99
"2897",2018-05-15,15,NA,14.32,NA,NA,22100,NA,15.01
"2898",2018-05-16,15.05,NA,15.18,NA,NA,22150,NA,15.06
"2899",2018-05-17,15.05,NA,15.3,NA,NA,22200,NA,15.07
"2900",2018-05-18,15.05,NA,15.25,NA,NA,22300,NA,15.08
"2901",2018-05-21,15.05,NA,15.56,NA,NA,22400,NA,15.08
"2902",2018-05-22,NA,NA,15.95,NA,NA,NA,NA,15.08
"2903",2018-05-23,15.05,NA,16.01,NA,NA,22600,NA,15.13
"2904",2018-05-24,NA,NA,16.29,NA,NA,23000,NA,15.16
"2905",2018-05-25,15.05,NA,16,NA,NA,25300,NA,15.19
"2906",2018-05-28,15,NA,16.31,NA,NA,26000,NA,NA
"2907",2018-05-29,NA,NA,16.3,NA,NA,25700,NA,15.21
"2908",2018-05-30,15,NA,15.84,NA,NA,23150,NA,15.22
"2909",2018-05-31,15,NA,14.91,NA,NA,23200,NA,15.27
"2910",2018-06-01,14.7,NA,15.29,NA,NA,23000,NA,15.24
"2911",2018-06-04,14.7,NA,16.13,NA,NA,22800,NA,15.23
"2912",2018-06-05,14.7,NA,15.77,NA,NA,22650,NA,15.17
"2913",2018-06-06,14.7,NA,15.93,NA,NA,NA,NA,15.15
"2914",2018-06-07,NA,NA,16,NA,NA,22200,NA,15.15
"2915",2018-06-08,14.7,NA,15.82,NA,NA,21700,NA,15.06
"2916",2018-06-11,NA,NA,15.49,NA,NA,21500,NA,15.1
"2917",2018-06-12,14.7,NA,15.15,NA,NA,21500,NA,15.12
"2918",2018-06-13,14.7,NA,15.31,NA,NA,NA,NA,15.11
"2919",2018-06-14,14,NA,14.91,NA,NA,21500,NA,15.13
"2920",2018-06-15,14.5,NA,14.53,NA,NA,21500,NA,15.08
"2921",2018-06-18,14.5,NA,14.6,NA,NA,21700,NA,15.15
"2922",2018-06-19,14.5,NA,14.24,NA,NA,21700,NA,15.16
"2923",2018-06-20,14.5,NA,14.5,NA,NA,21550,NA,15.21
"2924",2018-06-21,14.5,NA,14.81,NA,NA,21600,NA,15.21
"2925",2018-06-22,14.5,NA,15.12,NA,NA,21600,NA,15.22
"2926",2018-06-25,14.5,NA,15.03,NA,NA,21950,NA,15.23
"2927",2018-06-26,NA,NA,15.03,NA,NA,23000,NA,15.23
"2928",2018-06-27,14.5,NA,15.26,NA,NA,23900,NA,15.23
"2929",2018-06-28,14.5,NA,15,NA,NA,26250,NA,15.24
"2930",2018-06-29,14.5,NA,14.99,NA,NA,28000,NA,15.23
"2931",2018-07-02,14.5,NA,15.07,NA,NA,28000,NA,15.24
"2932",2018-07-03,14.5,NA,15.1,NA,NA,28000,NA,15.25
"2933",2018-07-04,15,NA,15.52,NA,NA,28000,NA,NA
"2934",2018-07-05,15,NA,15.68,NA,NA,28000,NA,15.25
"2935",2018-07-06,NA,NA,15.7,NA,NA,28000,NA,15.26
"2936",2018-07-09,14.5,NA,16,NA,NA,28000,NA,15.28
"2937",2018-07-10,14.5,NA,16.05,NA,NA,28000,NA,15.28
"2938",2018-07-11,14.5,NA,16.32,NA,NA,28000,NA,15.27
"2939",2018-07-12,14.45,NA,16.09,NA,NA,28000,NA,15.27
"2940",2018-07-13,14.45,NA,16.06,NA,NA,28000,NA,15.29
"2942",2018-07-16,14.45,NA,15.93,NA,NA,28000,NA,15.28
"2943",2018-07-17,15,NA,16.08,NA,NA,25200,NA,15.27
"2944",2018-07-18,15,NA,16.41,NA,NA,22700,NA,15.27
"2945",2018-07-19,15,NA,16.86,NA,NA,22700,NA,15.28
"2946",2018-07-20,15,NA,17.07,NA,NA,22700,NA,15.28
"2947",2018-07-23,15,NA,17.39,NA,NA,22700,NA,15.29
"2948",2018-07-24,NA,NA,17.1,NA,NA,22700,NA,15.29
"2949",2018-07-25,15,NA,17.34,NA,NA,22700,NA,15.29
"2950",2018-07-26,15,NA,17.29,NA,NA,22700,NA,15.29
"2951",2018-07-27,15,NA,17.12,NA,NA,22700,NA,15.29
"2952",2018-07-30,15,NA,17.05,NA,NA,22700,NA,15.29
"2953",2018-07-31,15,NA,17.4,NA,NA,22500,NA,15.28
"2954",2018-08-01,NA,NA,17.78,NA,NA,22000,NA,15.29
"2955",2018-08-02,15,NA,17.64,NA,NA,21700,NA,15.29
"2956",2018-08-03,15,NA,17.68,NA,NA,21700,NA,15.29
"2957",2018-08-06,15,NA,17.57,NA,NA,21700,NA,15.3
"2958",2018-08-07,15.35,NA,17.51,NA,NA,21600,NA,15.31
"2959",2018-08-08,NA,NA,17.4,NA,NA,21600,NA,15.31
"2960",2018-08-09,NA,NA,17.6,NA,NA,21600,NA,15.32
"2961",2018-08-10,15.35,NA,17.89,NA,NA,21600,NA,15.31
"2962",2018-08-13,15.35,NA,18.06,NA,NA,21600,NA,15.32
"2963",2018-08-14,14.6,NA,18.16,NA,NA,21600,NA,15.35
"2964",2018-08-15,14.6,NA,18.09,NA,NA,NA,NA,15.39
"2965",2018-08-16,14.1,NA,17.99,NA,NA,21600,NA,15.45
"2966",2018-08-17,14.1,NA,18.14,NA,NA,21600,NA,15.48
"2967",2018-08-20,14.1,NA,18.49,NA,NA,21600,NA,15.48
"2968",2018-08-21,14.1,NA,19.31,NA,NA,21600,NA,15.44
"2969",2018-08-22,14.1,NA,19.8,NA,NA,21600,NA,15.47
"2970",2018-08-23,14.1,NA,20.38,NA,NA,21600,NA,15.46
"2971",2018-08-24,14.1,NA,20.69,NA,NA,21600,NA,15.47
"2972",2018-08-27,NA,NA,21.3,NA,NA,21600,NA,15.5
"2973",2018-08-28,14.1,NA,20.69,NA,NA,21600,NA,15.5
"2974",2018-08-29,14.1,NA,21.06,NA,NA,21600,NA,15.51
"2975",2018-08-30,14.5,NA,21.16,NA,NA,21600,NA,15.52
"2976",2018-08-31,NA,NA,21.09,NA,NA,21600,NA,15.52
"2977",2018-09-03,14.5,NA,20.17,NA,NA,21600,NA,NA
"2978",2018-09-04,NA,NA,20.18,NA,NA,21600,NA,15.55
"2979",2018-09-05,14.5,NA,20.37,NA,NA,22000,NA,15.55
"2980",2018-09-06,14.5,NA,21.47,NA,NA,22000,NA,15.58
"2981",2018-09-07,14.5,NA,23.22,NA,NA,22000,NA,15.58
"2982",2018-09-10,14.5,NA,25.23,NA,NA,22000,NA,15.6
"2983",2018-09-11,NA,NA,24.18,NA,NA,22050,NA,15.59
"2984",2018-09-12,14.5,NA,22.95,NA,NA,22050,NA,15.57
"2985",2018-09-13,14.5,NA,18.9,NA,NA,22050,NA,15.55
"2986",2018-09-14,NA,NA,19.97,NA,NA,22050,NA,15.56
"2987",2018-09-17,14.5,NA,20.94,NA,NA,22050,NA,15.53
